File,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBug
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/hi/TestHindiStemmer.java,1,7,89,1,0,1,0,5,1,10,0,2,1,5,33,1,5,5,16,0,0,1,4,25,5,5,15,44,22,0.75,12,37,1,31,0,5,1,0,4,0,4,1,7,1.4,0,2,1.2,1,1,1,1,0,0,0,0,0,0,0,0,0.988764045,0,0,1,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/hu/TestHungarianAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.943396226,0,0,2,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/hu/TestHungarianLightStemFilter.java,0,4,48,1,0,1,0,2,1,4,0,0,1,2,20,2,2,2,14,1,1,1,1,7,2,2,14,22,2,0.91,6,16,1,13,0,2,1,0,4,0,5,2,2,1.5,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/hy/TestArmenianAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/id/TestIndonesianAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/id/TestIndonesianStemmer.java,0,13,136,1,0,1,0,6,1,15,0,0,1,6,24,3,6,6,19,0,2,1,6,76,6,6,19,98,68,0.24,14,87,1,80,0,6,1,50,4,0,4,2,1,1,1,4,2.666666667,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/in/TestIndicNormalizer.java,1,7,52,1,0,1,0,2,1,9,0,2,1,2,23,1,2,2,13,0,0,1,1,11,2,2,12,24,8,0.96,5,20,1,17,0,2,1,0,4,0,4,1,4,2,0,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0.980769231,0,0,1,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/it/TestItalianAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.943396226,0,0,2,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/it/TestItalianLightStemFilter.java,0,4,48,1,0,1,0,2,1,4,0,0,1,2,20,2,2,2,14,1,1,1,1,7,2,2,14,22,2,0.91,6,16,1,13,0,2,1,0,4,0,5,2,2,1.5,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/PatternAnalyzerTest.java,1,10,134,1,0,1,0,5,1,19,0,7,1,5,56,1,5,5,33,0,0,1,4,41,5,5,25,61,15,0.92,17,40,1,34,1,5,1,0,4,0,4,1,7,3.4,2,5,3.2,2,1,1,1,0,0,0,0,0,0,0,0,0.71641791,0,0,3,0,2,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestEmptyTokenStream.java,0,6,34,1,0,1,0,1,1,6,0,0,1,1,16,1,1,1,7,0,0,1,1,4,1,1,7,12,3,1.33,6,10,1,8,0,1,1,0,3,0,2,1,0,0,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0.882352941,0,0,3,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestPrefixAndSuffixAwareTokenFilter.java,1,7,46,1,0,1,0,2,1,8,1,0,1,2,16,1,2,2,11,0,0,1,1,9,2,2,10,22,2,0.73,8,12,1,9,1,1,1,0,4,0,4,1,4,2.5,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0.695652174,0,0,3,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestPrefixAwareTokenFilter.java,1,10,57,1,0,1,0,2,1,13,1,0,1,2,17,1,2,2,10,0,0,1,1,15,2,2,10,29,6,0.59,11,16,1,13,2,1,1,0,4,0,4,1,4,2.5,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0.666666667,0,0,3,0,2,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestSingleTokenTokenFilter.java,0,16,48,1,0,1,0,1,1,19,0,0,1,1,16,1,1,1,11,0,0,1,1,14,1,1,11,24,11,0.67,8,22,1,20,3,1,1,0,3,0,5,1,1,1,1,10,10,10,1,1,1,0,0,0,0,0,0,0,0,0.625,0,0,2,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/miscellaneous/TestStemmerOverrideFilter.java,0,8,43,1,0,1,0,1,1,11,0,3,1,1,19,1,1,1,16,0,0,1,1,6,1,1,15,20,2,0.95,4,17,1,15,0,1,1,0,4,0,5,1,1,1,1,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0.976744186,0,0,1,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/EdgeNGramTokenFilterTest.java,0,5,106,2,0,1,0,14,1,5,0,0,1,11,19,1,11,14,30,0,1,2,11,38,14,11,29,72,24,0.26,15,53,2,38,0,11,1,9,4,0,4,1,3,2,1,3,2.181818182,2,2,1.272727273,1,1,0.384615385,0,0,0,0,0,0,0.801886792,0,0,3,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/EdgeNGramTokenizerTest.java,0,5,98,2,0,1,0,13,1,5,0,0,1,10,26,1,10,13,25,0,1,2,10,34,13,10,24,64,22,0.41,15,46,2,32,0,10,1,0,4,0,2,1,2,1.8,0,2,1.2,1,2,1.3,1,1,0.416666667,0,0,0,0,0,0,0.826530612,0,0,2,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/NGramTokenFilterTest.java,0,6,95,2,0,1,0,11,1,6,0,0,1,9,19,1,9,11,26,0,1,2,9,34,11,9,25,63,19,0.3,13,44,2,32,0,9,1,11,4,0,3,1,2,1.111111111,1,3,2.222222222,2,2,1.222222222,1,1,0.363636364,0,0,0,0,0,0,0.747368421,0,0,3,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ngram/NGramTokenizerTest.java,0,6,88,2,0,1,0,10,1,6,0,0,1,8,25,1,8,10,21,0,1,2,8,31,10,8,20,56,17,0.45,13,37,2,26,0,8,1,0,4,0,1,1,1,0.875,0,3,2.125,2,2,1.25,1,1,0.4,0,0,0,0,0,0,0.75,0,0,3,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/nl/TestDutchStemmer.java,1,13,200,1,0,1,0,10,1,14,0,1,1,10,44,1,10,10,30,0,0,1,9,110,10,10,28,140,100,0.31,19,128,1,117,0,10,1,0,4,0,4,1,4,1.4,0,4,2.4,1,1,1,1,0,0,0,0,0,0,0,0,0.547263682,0,0,3,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/no/TestNorwegianAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.943396226,0,0,2,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/path/TestPathHierarchyTokenizer.java,0,9,121,1,0,1,0,9,1,9,0,0,1,9,18,1,9,9,36,0,0,1,9,66,9,9,36,92,10,0.2,13,46,1,36,0,9,1,0,4,0,4,1,0,0,0,3,1.888888889,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/DelimitedPayloadTokenFilterTest.java,0,16,138,3,2,1,0,10,2,16,0,0,2,6,16,1,6,10,35,0,0,3,4,82,10,6,35,108,60,0.15,14,95,3,84,0,6,2,0,3,0,11,1,9,4,2,8,6.666666667,6,3,1.666666667,1,2,1,0,0,0,0,0,0,0.833333333,0,0,3,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/NumericPayloadTokenFilterTest.java,1,11,76,3,0,1,0,7,2,12,0,0,2,3,16,2,3,7,26,0,2,3,2,28,7,3,25,51,16,0.31,10,41,3,32,0,3,2,50,4,0,9,1,3,2.666666667,2,13,6.666666667,2,3,2.333333333,1,2,1.666666667,0,0,0,0,0,0,0.61038961,0,0,4,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/TokenOffsetPayloadTokenFilterTest.java,0,18,52,2,0,1,0,2,2,21,0,0,2,1,15,1,1,2,19,0,0,2,1,15,2,1,19,27,6,0.56,10,25,2,22,3,1,2,0,4,0,7,1,2,2,2,9,9,9,2,2,2,1,1,1,0,0,0,0,0,0.773584906,0,0,3,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/payloads/TypeAsPayloadTokenFilterTest.java,1,9,70,2,0,1,0,5,2,10,0,0,2,3,15,2,3,5,25,0,2,2,2,21,5,3,24,43,11,0.35,12,35,2,28,1,3,2,50,4,0,8,1,3,2.333333333,2,12,6.666666667,2,2,1.666666667,1,1,0.833333333,0,0,0,0,0,0,0.61971831,0,0,4,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/position/PositionFilterTest.java,0,5,141,2,0,1,6,8,1,6,0,0,1,7,21,2,7,8,34,0,3,2,7,67,8,7,26,101,14,0.21,19,40,2,30,0,7,1,62,4,0,3,1,5,2.571428571,0,5,3.285714286,1,2,1.142857143,1,1,0.3,0,0,0,0,0,0,0.638297872,0,0,3,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/pt/TestPortugueseAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.943396226,0,0,2,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/pt/TestPortugueseLightStemFilter.java,0,9,95,1,0,1,0,4,1,13,0,2,1,4,27,2,4,4,19,1,1,1,3,33,4,4,19,54,17,0.5,14,36,1,31,1,4,1,0,4,0,7,2,2,1.25,1,5,2.25,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/pt/TestPortugueseMinimalStemFilter.java,0,7,69,1,0,1,0,3,1,9,0,1,1,3,24,2,3,3,18,1,1,1,2,19,3,3,18,38,3,0.63,7,21,1,17,0,3,1,0,4,0,7,2,2,1.333333333,1,5,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/pt/TestPortugueseStemFilter.java,0,7,69,1,0,1,0,3,1,9,0,1,1,3,24,2,3,3,18,1,1,1,2,19,3,3,18,38,3,0.63,7,21,1,17,0,3,1,0,4,0,7,2,2,1.333333333,1,5,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/query/QueryAutoStopWordAnalyzerTest.java,1,8,183,2,0,1,0,14,1,8,0,0,1,12,28,2,12,14,68,0,7,2,11,74,14,12,66,131,48,0.21,24,114,2,98,0,12,1,66,4,0,19,1,11,3.333333333,1,16,4.833333333,2,2,1.166666667,1,1,0.333333333,0,0,0,0,0,0,0.579234973,0,0,4,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/reverse/TestReverseStringFilter.java,0,7,96,1,0,1,0,7,1,9,0,2,1,7,31,1,7,7,21,0,0,1,7,36,7,7,19,57,27,0.54,10,46,1,38,0,7,1,0,4,0,3,1,1,0.857142857,0,3,2.142857143,2,1,1,1,0,0,0,0,0,0,0,0,0.375,0,0,4,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ro/TestRomanianAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.943396226,0,0,2,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ru/TestRussianAnalyzer.java,0,11,119,4,0,1,0,8,2,14,0,1,2,5,25,1,5,8,31,0,2,4,5,43,8,7,28,74,15,0.34,20,43,4,37,1,5,2,80,4,0,9,1,5,1.8,1,12,4.4,2,3,1.4,1,2,0.857142857,0,0,0,0,0,0,0.394957983,0,0,4,0,3,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ru/TestRussianLetterTokenizer.java,0,6,47,1,0,1,0,2,1,6,0,0,1,2,20,1,2,2,15,0,0,1,2,9,2,2,12,21,2,0.95,6,14,1,11,0,2,1,0,4,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.936170213,0,0,1,0,2,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ru/TestRussianLightStemFilter.java,0,4,48,1,0,1,0,2,1,4,0,0,1,2,20,2,2,2,14,1,1,1,1,7,2,2,14,22,2,0.91,6,16,1,13,0,2,1,0,4,0,5,2,2,1.5,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/ru/TestRussianStem.java,0,10,51,1,0,1,0,2,1,10,0,0,1,2,19,2,2,2,18,1,0,1,1,11,2,2,17,28,4,0.68,4,21,1,18,0,2,1,0,3,0,4,2,1,0.5,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0.568627451,0,0,3,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/shingle/ShingleAnalyzerWrapperTest.java,0,13,374,2,0,1,0,22,1,15,0,0,1,18,51,2,18,22,98,2,2,2,16,205,22,18,86,283,59,0.18,40,145,2,121,1,18,1,82,4,0,27,1,10,2.722222222,0,14,5.444444444,1,2,1.222222222,1,1,0.333333333,0,0,0,0,0,0,0.430481283,0,0,3,0,3,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/shingle/ShingleFilterTest.java,2,6,1132,2,0,1,93,48,1,6,2,0,1,46,24,2,46,48,284,5,6,2,39,728,48,46,168,958,74,0.03,150,242,2,192,0,44,1,96,4,0,9,1,18,5.130434783,0,12,2.02173913,1,2,1.043478261,1,1,0.102040816,0,0,0,0,0,0,0.439045936,0,0,5,0,3,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/shingle/TestShingleMatrixFilter.java,8,21,530,3,0,1,0,19,1,30,1,3,1,15,75,2,15,19,72,0,8,3,7,290,19,15,69,358,263,0.21,98,332,3,312,4,14,1,58,4,0,25,1,9,4.133333333,0,20,7.4,1,4,1.266666667,1,1,0.277777778,0,0,0,0,0,0,0.494339623,0,0,3,0,2,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/sinks/DateRecognizerSinkTokenizerTest.java,0,18,51,3,0,1,0,3,3,21,0,0,3,1,15,1,1,3,17,0,0,3,1,14,3,1,17,28,8,0.54,8,25,3,21,3,1,3,0,4,0,5,1,2,2,2,8,8,8,4,4,4,1,1,1,0,0,0,0,0,0.596153846,0,0,3,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/sinks/TokenRangeSinkTokenizerTest.java,0,18,49,3,0,1,0,3,3,21,0,0,3,1,15,1,1,3,15,0,0,3,1,14,3,1,15,26,8,0.58,8,23,3,19,3,1,3,0,4,0,5,1,1,1,1,8,8,8,4,4,4,1,1,1,0,0,0,0,0,0.56,0,0,3,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/sinks/TokenTypeSinkTokenizerTest.java,1,11,81,4,0,1,0,8,3,13,0,0,3,3,15,2,3,8,27,0,2,4,2,27,8,3,26,52,17,0.29,14,43,4,33,2,3,3,50,4,0,9,1,3,2.333333333,2,13,6.666666667,2,6,3.333333333,1,2,1.333333333,0,0,0,0,0,0,0.512195122,0,0,3,0,2,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/snowball/TestSnowball.java,0,7,138,1,1,1,0,9,1,9,0,1,1,9,30,2,9,9,47,0,6,1,8,54,9,9,44,90,29,0.33,18,73,1,62,0,9,1,50,4,0,14,1,6,1.777777778,1,13,4.111111111,2,1,1,1,0,0,0,0,0,0,0,0,0.258992806,0,0,6,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/snowball/TestSnowballVocab.java,1,12,84,2,0,1,0,4,1,17,0,4,1,3,32,2,3,4,16,1,0,2,1,26,4,3,15,44,21,0.73,8,36,2,31,0,3,1,0,3,0,5,2,4,2,0,4,2.666666667,1,2,1.333333333,1,0,0,0,0,0,0,0,0,0.988095238,0,0,1,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/sv/TestSwedishAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.943396226,0,0,2,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/sv/TestSwedishLightStemFilter.java,0,4,48,1,0,1,0,2,1,4,0,0,1,2,20,2,2,2,14,1,1,1,1,7,2,2,14,22,2,0.91,6,16,1,13,0,2,1,0,4,0,5,2,2,1.5,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/th/TestThaiAnalyzer.java,0,11,146,1,0,1,0,7,1,14,0,1,1,7,35,1,7,7,18,0,0,1,7,68,7,7,15,90,22,0.39,21,37,1,29,1,7,1,0,4,0,3,1,2,2,2,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0.294520548,0,0,5,0,1,TRUE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/tr/TestTurkishAnalyzer.java,0,5,53,1,0,1,0,3,1,7,0,2,1,3,22,1,3,3,14,0,0,1,3,11,3,3,13,25,7,0.88,6,20,1,16,0,3,1,0,4,0,2,1,1,1,1,4,2.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.943396226,0,0,2,0,0,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/tr/TestTurkishLowerCaseFilter.java,0,7,65,1,0,1,0,3,1,10,0,3,1,3,30,1,3,3,18,0,0,1,3,15,3,3,15,28,3,1.07,7,18,1,14,0,3,1,0,4,0,3,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0.953846154,0,0,1,0,1,FALSE
lucene/contrib/analyzers/common/src/test/org/apache/lucene/analysis/wikipedia/WikipediaTokenizerTest.java,1,17,172,2,0,1,1,8,1,18,0,2,1,7,36,1,7,8,34,0,0,2,6,109,8,7,33,134,21,0.27,15,54,2,45,0,7,1,71,4,0,4,1,10,4,1,11,3.571428571,1,2,1.142857143,1,1,0.333333333,0,0,0,0,0,0,0.552325581,0,0,3,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/AnalyzerProfile.java,2,20,92,7,0,3,1,10,5,23,2,1,5,2,28,1,2,9,18,0,0,8,0,34,9,5,17,52,21,0.54,12,38,7,28,2,0,5,50,1,0,0,1,2,2,2,9,6.5,4,11,6.5,2,3,2.6,1,0,0,0,0,0,0.880434783,0,0,2,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/CharType.java,0,0,66,0,0,0,8,0,0,0,0,0,0,0,44,1,0,0,10,0,0,0,0,8,0,0,10,11,0,4,11,10,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560606061,0,0,2,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/AbstractDictionary.java,0,11,210,3,0,2,3,13,2,21,0,10,2,6,122,1,6,12,27,0,0,4,6,52,12,10,29,73,34,1.67,17,63,3,50,0,6,2,94,1,2,1,1,4,3.666666667,3,4,1.5,1,3,2,1,5,1.555555556,0,0,0,0,0,0,0.70952381,0,0,2,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/BigramDictionary.java,8,15,273,8,0,1,3,46,3,18,1,2,3,11,53,1,11,38,63,0,4,9,3,129,38,16,61,189,86,0.28,33,147,8,111,0,10,4,77,2,0,1,1,6,3.636363636,1,11,4.090909091,1,24,6.909090909,1,5,2,0,0,0,0,0,0,0.937728938,0,0,1,0,3,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/BiSegGraph.java,1,16,232,8,0,2,1,23,3,22,0,4,3,8,62,1,8,23,53,0,2,8,7,95,23,14,57,142,61,0.44,28,118,8,89,1,8,3,62,1,0,6,1,10,3.875,1,10,4.875,2,16,5,1,5,2.1,0,0,0,0,0,0,0.745689655,0,0,3,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/HHMMSegmenter.java,2,42,206,19,0,4,1,30,7,56,1,12,5,3,58,1,3,16,28,0,0,27,1,108,22,13,28,136,83,0.43,16,111,13,96,2,2,10,66,1,0,7,1,24,9.333333333,2,13,7,4,23,8.666666667,1,4,2.6,0,0,0,0,0,0,0.805825243,0,0,3,0,2,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/PathNode.java,0,10,74,6,0,3,0,10,3,12,0,2,3,3,29,1,3,10,13,0,2,6,3,25,10,10,11,39,20,0.74,6,31,6,20,0,3,3,16,1,0,0,2,3,2.333333333,2,3,2,1,6,3.333333333,1,1,0.8,0,0,0,0,0,0,0.513513514,0,0,3,0,0,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegGraph.java,0,9,144,4,0,1,0,16,2,13,0,4,2,7,56,1,7,16,28,0,2,4,7,43,16,7,30,75,30,0.75,13,60,4,40,0,7,2,50,1,0,1,1,6,3,0,6,3.571428571,1,4,2.428571429,1,3,1.555555556,0,0,0,0,0,0,0.680555556,0,0,3,0,1,TRUE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegToken.java,0,14,121,10,0,4,0,13,4,19,0,5,4,3,54,1,3,13,18,0,6,10,3,35,13,12,17,55,33,0.98,13,50,10,36,0,3,4,5,1,0,0,1,7,6.666666667,6,6,3.333333333,1,10,4.333333333,1,1,0.8,0,0,0,0,0,0,0.917355372,0,0,2,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenFilter.java,0,25,68,10,0,1,0,12,10,36,0,14,7,1,37,1,1,7,5,0,0,12,1,20,10,1,7,30,17,1.23,5,24,7,16,1,1,12,0,1,0,3,1,10,10,10,2,2,2,10,10,10,3,3,3,0,0,0,0,0,0.691176471,0,0,2,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenPair.java,0,12,91,8,0,3,0,11,4,14,0,2,4,3,32,1,3,11,16,0,4,8,3,30,11,10,15,48,27,0.67,11,42,8,30,0,3,4,0,1,0,0,1,5,5,5,5,3.666666667,2,8,3.666666667,1,1,0.8,0,0,0,0,0,0,0.494505495,0,0,2,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/WordDictionary.java,12,16,538,8,0,2,2,83,4,23,1,5,4,19,152,1,19,71,90,0,4,9,7,242,71,34,93,340,183,0.45,52,276,8,207,1,18,4,68,2,0,2,1,7,4.315789474,1,12,4.105263158,1,25,6.105263158,1,5,1.952380952,0,0,0,0,0,0,0.862453532,0,0,3,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/SentenceTokenizer.java,0,9,131,7,0,2,1,15,2,10,0,0,2,7,30,1,7,13,30,0,6,9,7,51,13,12,26,85,40,0.35,16,66,7,52,0,7,2,77,4,0,5,1,9,3,1,14,3.857142857,2,12,2.571428571,1,3,1,0,0,0,0,0,0,0.564885496,0,0,4,0,1,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/SmartChineseAnalyzer.java,0,7,182,3,1,1,3,12,2,12,2,4,2,7,75,3,7,12,42,0,4,3,6,39,12,7,37,90,28,0.83,19,65,3,50,0,5,2,100,2,0,9,1,14,5.285714286,2,12,4.571428571,1,3,1.428571429,1,2,0.818181818,0,0,0,0,0,0,0.598901099,0,0,2,0,3,FALSE
lucene/contrib/analyzers/smartcn/src/java/org/apache/lucene/analysis/cn/smart/Utility.java,0,26,180,10,0,8,7,51,9,41,3,13,9,3,70,1,3,27,20,0,0,28,3,72,27,23,15,92,49,0.76,19,64,10,38,2,0,17,100,1,0,1,1,10,8.333333333,6,1,1,1,14,10.33333333,8,3,2.4,1,0,0,0,0,0,0.744444444,0,0,2,0,1,FALSE
